0.0000000000000000e+00                      0.0000000000000000e+00                      
 4.705882352941176e-01                       1.411764705882353e+00                      
 3.058823529411764e+00                       2.352941176470588e+00                      
 1.882352941176471e+00                       9.411764705882353e-01                      
 2.117647058823529e+00                       2.352941176470588e+00                      
 7.058823529411764e-01                       3.764705882352941e+00                      
0.0000000000000000e+00                       3.529411764705882e+00                      
 2.823529411764706e+00                       7.058823529411764e-01                      
 2.823529411764706e+00                       9.411764705882353e-01                      
 3.764705882352941e+00                       3.294117647058823e+00                      
 1.411764705882353e+00                       3.764705882352941e+00                      
 2.117647058823529e+00                       1.411764705882353e+00                      
 3.294117647058823e+00                      4.0000000000000000e+00                      
0.0000000000000000e+00                       2.588235294117647e+00                      
0.0000000000000000e+00                      4.0000000000000000e+00                      
 2.117647058823529e+00                       2.117647058823529e+00                      
 2.823529411764706e+00                       2.352941176470588e-01                      
0.0000000000000000e+00                       4.705882352941176e-01                      
 2.352941176470588e-01                       7.058823529411764e-01                      
 1.647058823529412e+00                       2.117647058823529e+00                      
 2.823529411764706e+00                       1.411764705882353e+00                      
 2.352941176470588e+00                       2.352941176470588e+00                      
 3.764705882352941e+00                       3.058823529411764e+00                      
 3.529411764705882e+00                       9.411764705882353e-01                      
 2.117647058823529e+00                       1.882352941176471e+00                      
 2.352941176470588e-01                       2.588235294117647e+00                      
 2.588235294117647e+00                       3.058823529411764e+00                      
 1.647058823529412e+00                       1.882352941176471e+00                      
 2.823529411764706e+00                       2.588235294117647e+00                      
 3.764705882352941e+00                       1.411764705882353e+00                      
 3.058823529411764e+00                       2.823529411764706e+00                      
 9.411764705882353e-01                       3.058823529411764e+00                      
 3.058823529411764e+00                       9.411764705882353e-01                      
 1.176470588235294e+00                       3.764705882352941e+00                      
 2.588235294117647e+00                       1.411764705882353e+00                      
 3.058823529411764e+00                       2.588235294117647e+00                      
4.0000000000000000e+00                       3.529411764705882e+00                      
 1.411764705882353e+00                       2.352941176470588e+00                      
 9.411764705882353e-01                       1.882352941176471e+00                      
4.0000000000000000e+00                       2.823529411764706e+00                      
 3.058823529411764e+00                      0.0000000000000000e+00                      
 2.352941176470588e-01                       1.176470588235294e+00                      
 3.529411764705882e+00                       3.764705882352941e+00                      
 9.411764705882353e-01                       3.764705882352941e+00                      
 1.647058823529412e+00                       3.529411764705882e+00                      
 3.058823529411764e+00                       3.294117647058823e+00                      
 1.882352941176471e+00                       2.352941176470588e+00                      
 9.411764705882353e-01                       1.176470588235294e+00                      
 9.411764705882353e-01                      4.0000000000000000e+00                      
 1.411764705882353e+00                       1.882352941176471e+00                      
 4.705882352941176e-01                      4.0000000000000000e+00                      
 1.882352941176471e+00                       3.058823529411764e+00                      
 3.764705882352941e+00                       4.705882352941176e-01                      
 2.352941176470588e-01                       2.352941176470588e-01                      
 3.764705882352941e+00                       1.176470588235294e+00                      
 2.117647058823529e+00                       2.352941176470588e-01                      
 2.117647058823529e+00                       1.176470588235294e+00                      
 1.176470588235294e+00                       3.058823529411764e+00                      
4.0000000000000000e+00                       3.058823529411764e+00                      
 1.882352941176471e+00                       3.764705882352941e+00                      
 9.411764705882353e-01                       3.294117647058823e+00                      
4.0000000000000000e+00                       2.352941176470588e-01                      
 2.117647058823529e+00                      0.0000000000000000e+00                      
 3.764705882352941e+00                       1.882352941176471e+00                      
 1.882352941176471e+00                       1.411764705882353e+00                      
 3.764705882352941e+00                       3.764705882352941e+00                      
0.0000000000000000e+00                       3.764705882352941e+00                      
 3.058823529411764e+00                       3.529411764705882e+00                      
 3.294117647058823e+00                       3.764705882352941e+00                      
 4.705882352941176e-01                       9.411764705882353e-01                      
0.0000000000000000e+00                       1.176470588235294e+00                      
 2.823529411764706e+00                       1.647058823529412e+00                      
 3.529411764705882e+00                       2.588235294117647e+00                      
 2.588235294117647e+00                       1.176470588235294e+00                      
 3.058823529411764e+00                       2.352941176470588e-01                      
4.0000000000000000e+00                      4.0000000000000000e+00                      
 3.529411764705882e+00                      4.0000000000000000e+00                      
 9.411764705882353e-01                       7.058823529411764e-01                      
 1.176470588235294e+00                       2.117647058823529e+00                      
 1.411764705882353e+00                       1.176470588235294e+00                      
 2.117647058823529e+00                       9.411764705882353e-01                      
 2.352941176470588e+00                       2.588235294117647e+00                      
 1.647058823529412e+00                       1.647058823529412e+00                      
 3.529411764705882e+00                       4.705882352941176e-01                      
 9.411764705882353e-01                       3.529411764705882e+00                      
 2.117647058823529e+00                       2.823529411764706e+00                      
 1.882352941176471e+00                       1.647058823529412e+00                      
 1.176470588235294e+00                       7.058823529411764e-01                      
 7.058823529411764e-01                       7.058823529411764e-01                      
 4.705882352941176e-01                       3.058823529411764e+00                      
 2.352941176470588e+00                       1.176470588235294e+00                      
 3.294117647058823e+00                       1.647058823529412e+00                      
