  4.10987   6.96679   2.56497   4.54104   8.45855   7.91634   5.03519  -5.92079    1.0689 -0.169984  -7.44396   8.98615  -9.55221    6.2232   -2.0205   13.5098
  2.11591   7.73267  -8.98842  -5.57574   0.70507   9.17415   1.80678  -8.89939   7.95537 0.0397327   8.71972   7.88113  -6.16271  -5.03111  -7.70401  0.935777
 5.28981 -6.78519 -2.46733 -3.86426 -5.13185 -5.59607  1.97576  8.58821 0.678486 -2.77097  -5.8324 -8.05925 -9.25922 -3.86151  4.78093 0.935777
   9.24412   -3.24546     8.5779   -4.47256    2.96646    3.23154   -9.71743   -3.79777   -3.61101  -0.115053 -0.0873913    7.53077    6.90916   -16.8525    1.01535   -34.7831
 7.15964 -6.44062 -7.09988  3.12804 -5.06758 -5.07313  2.42033 -7.26008 -4.97027 0.726009 -9.36636 -4.96499 -1.80072 -4.34995   4.3032 0.935777
  9.95514   3.52638  -9.74125  -2.14604   3.22677   6.12961  -7.19169  -5.84693  -1.37457   9.46848  -9.77076  -7.74207   4.79437  0.501809 -0.057465  0.964614
  -9.60106     4.0839    6.39175   0.247165    2.79402   -9.23907    6.67543     6.8844   0.305164    3.13435   -5.78826   -5.78782 -0.0865283     2.2781    -1.3577    4.02875
  8.79993   7.50069  -5.44574  -4.72965   1.81923  -1.33692  -8.68503 -0.919038  -3.66107  -7.73528   5.59921   8.94034  -9.78846  -3.73521  -1.74811  0.935777
 -8.30998 -0.766449  -3.02876   9.06575   9.44148  -1.01879   1.45424  -4.71118   8.78165   -5.1728 -0.854055  0.893543   2.63933  -6.25752  -2.04171  0.935777
 4.92479 -2.22192  9.80247  9.62459 -6.45038 -4.62783  -5.9096  4.54438 -1.48714 -2.16296   3.3977 0.574407 -4.37571  -8.8461  3.90912 0.935777
-4.20825 -6.47709  7.55842  3.50446  6.04462 -5.48477 -7.99068  -7.8048 -7.37251  2.37907 -1.10145  8.86551  -4.2247 -9.97816 -8.65779 0.935777
-2.23913  9.21241 -6.24747 -6.93904  -8.1268  9.78084  -5.9365  8.59158 -1.14975 -5.81522 -6.51985  -1.4187 0.956425 -1.02415  4.55435 0.935777
 9.95173  9.52131 -8.14102 -2.32072 -3.16827  2.49236 -4.47437  6.09866 -1.55915 -9.82587 -4.66656  6.54262 -1.18779  1.94192  9.66266 0.935777
0.00661987    8.46053    -2.2569    2.11687   -8.60887    1.49499    3.00339    3.53403    6.28145   -1.28523   -4.41078    7.84638    4.14121    2.60444    6.75065   -16.6459
  2.28153   6.25302   7.60431  -3.85963  0.840487   9.83397   6.09953   1.18284  -9.31216  -7.64859 0.0866203  -7.78692   1.71043     3.409   2.23181  -6.67246
 -8.99945   2.55244    7.6857   5.46788   3.89144   5.76632   4.63885 -0.657864   -0.4995  -1.19512  -1.45065   9.50738  -6.27851   1.62443  -5.88802  0.935777
-5.14341 -1.85339 -9.41952 -3.31803  4.73179  7.41049 -4.94448  5.14536   8.2128 -4.72513  2.51316 -3.81704 -6.74363 -3.03436 -7.11643 0.935777
  1.78988   2.21807  -7.44443   9.38665  -6.18049   9.82544 -0.520319   6.75029   7.82076   6.62353  -2.04856   6.88016  -5.91527  0.605535   11.0569  -5.75956
  5.79793   1.79827  0.265191   7.21601  -1.63786  -3.88359    5.6095  -5.02904    9.3416  -2.09071 -0.979905   2.86281  -1.53747   -3.0076  -9.11504  0.935777
 -1.15061   6.87365  -1.10468  -3.27398  -8.99022   -5.5356   5.22214  -1.78131  -1.06832  -0.36952 -0.789357   3.81421   -4.7227   7.10329  -5.94423  0.935777
 -7.31328   1.47137 0.0105345   4.93303   7.26201  -1.66473   7.31782   6.86086   8.83354   -3.5953   2.38873  -7.78196  -2.42551  -3.67827  -6.08967  0.935777
 4.76976 -2.81186 0.738884  7.71999 -1.63064  5.69641  3.45924 -5.87916 -1.98921  9.98902 -2.03987  9.74681  8.99993 -1.59029  1.32526 0.935777
 6.92147  2.58834 -4.03569  5.57076 -2.27769 -4.82271 -9.89813  9.88953 -8.81559 -7.53929   9.0258 0.967298  3.99954 -1.30806 0.585597 -0.56375
-1.54583  -8.4647 -4.92225  7.80729 -5.42525 -8.60438 -6.59473  4.81002   4.9406 0.869424 -9.92427 -3.87533 -9.81852 -4.24009  8.86639 0.935777
  3.10068  -6.08163  -8.00673 0.0780504   4.97945   7.16386    1.9838  0.176049    9.4835   1.82336   7.89062  -8.96286  -7.33554  -7.32498  -1.63954  0.935777
 0.274349   7.96437  -2.42976   9.47625  -8.99626   5.39712   1.11371   5.70938 -0.286809  -2.24405   6.96561   9.82986  -3.31181   8.82692  -4.64631  0.935777
 2.65924 0.358548  7.08866  -5.6184   6.7207  9.36402 -9.38524  5.25411  -7.4047  8.21674 -2.80832 -5.20094  3.42691 -4.39137 0.643884 0.935777
