  7.08483  -2.18935   6.60942   9.76267  -1.77855   4.08817 -0.619097   9.83251  -7.96847  -5.02039   9.94399   9.22187  -8.93676   2.44232  -6.41257  -8.17255  -7.84257  0.935777
  9.96448   1.83467    5.0612 0.0183945   6.91851   -2.7199  -8.01659   2.75072  -7.05871  -2.22805  -2.88696    6.1709  -4.27672  -7.94931    9.8314  -4.35543   7.83266  0.935777
  9.95514   3.52638  -9.74125  -2.14604   3.22677   6.12961  -7.19169  -5.84693  -1.37457   9.46848  -9.77076  -7.74207   4.79437   5.21331 -0.597006  -4.99107   5.25995  0.935777
  -9.60106     4.0839    6.39175   0.247165    2.79402   -9.23907    6.67543     6.8844   0.305164    3.13435   -5.78826   -5.78782 -0.0865283    5.24382   -3.12521   -8.61203  -0.104273   0.935777
 1.65692   1.6536  6.20457  3.55282  5.47895   9.9488   8.6115 -8.36564  8.14057  5.19549 0.876045  9.21743 -1.92693 0.832348 -2.54903  3.15386  1.79064 -4.71164
-4.20825 -6.47709  7.55842  3.50446  6.04462 -5.48477 -7.99068  -7.8048 -7.37251  2.37907 -1.10145  8.86551  -4.2247 -9.97816 -8.65779 -8.66012 -5.57132 0.935777
  -9.8613 -0.782828   8.03205  -9.31918   1.49632 -0.813767    5.7811 -0.156988   6.54729   -6.0997   6.79495  -8.93437   6.21409 0.0209352  -7.32554  -5.31813   1.38069  0.935777
  1.78988   2.21807  -7.44443   9.38665  -6.18049   9.82544 -0.520319   6.75029   7.82076   6.62353  -2.04856   6.88016  -5.91527  0.226465   4.13519  -6.88292   1.87801  0.935777
  5.79793   1.79827  0.265191   7.21601  -1.63786  -3.88359    5.6095  -5.02904    9.3416  -2.09071 -0.979905   2.86281  -1.53747   -3.0076  -9.11504  -6.08454   3.97892  0.935777
 -7.31328   1.47137 0.0105345   4.93303   7.26201  -1.66473   7.31782   6.86086   8.83354   -3.5953   2.38873  -7.78196  -2.42551  -3.67827  -6.08967   1.09482   7.09226  -6.82896
 6.92147  2.58834 -4.03569  5.57076 -2.27769 -4.82271 -9.89813  9.88953 -8.81559 -7.53929   9.0258 0.836414  3.45836 -2.57476  0.55093 -1.83098 0.300619 0.935777
-1.54583  -8.4647 -4.92225  7.80729 -5.42525 -8.60438 -6.59473  4.81002   4.9406 0.869424 -9.92427 -3.87533 -9.81852 -4.24009  8.86639 -4.07774  7.92532 0.935777
  3.10068  -6.08163  -8.00673 0.0780504   4.97945   7.16386    1.9838  0.176049    9.4835   1.82336   7.89062  -8.96286  -7.33554  -7.32498  -1.63954   -1.0487  -7.14469  0.935777
 -1.29027  -5.86828  -4.13151  0.419848   5.60134  -3.78827 -0.193414   4.19935   5.84852   1.68111   2.73964  -3.75597   2.00596  -2.44215  -4.66357    3.8435  -4.44563  0.935777
-8.78999  8.32493  6.50712  8.17072 -7.53659 -5.96058 -2.26359  4.41332  2.35608 -4.79465 -5.17738 -4.21637 -5.25814  8.28262 -2.11512  5.63691  5.45892 0.935777
-5.41999 -9.82088 -4.18286  5.94082 -5.09436 -5.64382  8.05288   3.2338  7.41363  -4.0281 -3.86163 -2.04265  1.63735 -3.16372  2.89407 -6.60236 -3.32497 0.935777
  7.60319  -7.26722  0.349981   2.15697   8.31573  -2.11419    2.7619  -9.23039     -8.47  -1.89188   1.95222  -6.50363   8.16104  -8.64926  0.276035 -0.647223  -7.34583  0.935777
  6.53967   3.73699 -0.132491 -0.928163  -3.60757  -2.11229  -3.93764   4.00836   7.97014   3.39123   -5.5835 -0.087256   3.43171  -5.24697   5.84219  -2.27232   1.68164  0.935777
 -8.51823   6.82031   4.10698  -4.94807  -7.38954   6.12074   1.94122   5.84016   6.15687   2.09018   5.64603   7.26431   8.85605   7.91484  -6.15594 -0.137272   1.11856  0.935777
 9.43825 -7.06615  4.09771 -3.02282 -4.41246  2.63292 -6.71484   9.6246  1.47801 -8.59375  7.32555  4.50406 -5.87399 -4.52788 -9.87375 -7.34522 -4.24773 0.935777
  6.75296   9.16186  -7.06366    2.3592  -7.10285  0.805002   8.99222   -8.4201  -6.70752   9.81602  -9.22237  -7.34744   9.10211 -0.481267  -9.95145  -5.35384  -9.21273  0.935777
-2.59113 -8.77785  7.29282 -7.50524  2.97589 -9.25065 0.522383 -3.49837   5.9012  2.71767 0.429549 0.776018 -1.17938  3.58902 -9.89024  6.79486  5.35205 0.935777
-5.17315 -8.47622 -9.65806 0.685198  4.29758 -6.94575 -9.29118  9.76977 -5.32115 -6.90804  -2.8188  5.61112 -9.72072 -3.66273  5.93476 -8.82417 -3.52454 0.935777
-6.30078 -7.28967 -1.24918 -3.15349  9.96467   -6.131  1.36537 -1.49029  9.19214  3.92845  8.68897  7.41086  -2.3956   1.5427  6.66123 -9.80118 -3.65278 0.935777
-3.67977  7.96512 -1.37273 0.681423  5.21659 -5.54527  5.82848 -6.36107  2.26719  4.69418  9.05399  8.58656  7.28093 -6.61686 -6.85604 -1.04291 -5.30752 0.935777
-4.44297 -7.01495 -2.50038 -5.08785 0.674536  5.53165 -3.84741  2.70451 -8.66207  7.21211 -2.69355  5.62282 -5.33666 -6.43398 0.505911  1.83048  4.89435 -8.02321
-1.17803 -7.52645 -3.54017   1.8188  2.72906  9.22031 -9.72207 -9.72352 -5.82421  6.69783  3.98371  8.59886 -7.07688 -6.68557   8.1171 -9.07346  5.41793 0.935777
 -1.19452  -4.77518   5.35648  0.172004  -8.17673  -2.38235   1.14427   6.47102   8.91034   5.97334   1.42588   5.38985  -7.35816  0.413538  -2.10805 -0.308334   4.83227  0.935777
  1.7944 -5.66024  9.26732  4.50582 -3.12036 0.478124 -5.66113 -5.29818  8.43152 -5.24672 -1.41526 -7.96937  8.57618  6.82031  -9.0396  1.88133     7.05 0.935777
  2.36964   6.61475   -4.6746  -3.77464   9.00521   6.69148  -7.08158   7.83274 0.0134535  0.617418  -9.45575   4.77334  -2.34974  -8.32063  -7.16226  -8.36157   8.09554  0.935777
 1.03043  2.88299 -4.64655  2.74134 -7.96084 -3.16199  7.41441 -1.84257 -7.17694 -1.83012 -2.72597  9.07497  6.87413  2.83725 -1.21364  1.00233  -9.3769 0.935777
  8.22253  -2.11936  -3.86612  -1.27543  -4.48206  -9.14124  -8.59244   7.17411   2.65948  -2.99911  -8.98241  -6.93409   6.69315 -0.266866  -2.78072   -1.0474  -3.44827  0.935777
 -5.89657 0.0176971   5.98653   6.80979  -5.41815  0.998766  -8.26936  -4.45161   1.71686 -0.747646  -9.51208   3.30013    7.7297   9.98916 -0.959639   7.09211   5.53186  0.935777
 9.92309  9.69133 -6.55023 -7.38535 -3.84259 -1.22813  7.37718 0.664141 -9.29007  5.35335 0.266988  3.29207 -3.18702  7.00407 -5.80025 -8.30265  5.34002 0.935777
   4.2973   3.52027  -2.37791   2.80309  -9.96567   1.30086   3.10617  -8.78787  -3.92161  -1.63469   2.94671  -8.98242   -6.5158  -0.84573  -6.48729 -0.702784    2.9917  0.935777
-7.46612  5.38387 -8.75559  2.21201  -4.3822  7.07542  6.04345 -3.63942  5.48514 -6.96409  9.41827 -6.00524  9.18804  7.67501 -8.30911 -6.70071  -8.3792 0.935777
  4.46584  -7.34491  -1.66395  -7.87912   7.39654   3.34599  -6.31935  -8.99186  -3.50143  -4.43745  -8.78583   1.62811 -0.328607    9.2754  -7.86444   4.86418  0.571477  0.935777
-7.73767 -8.62288  2.67683 -5.14274 -1.70331   9.3054 -6.11778  6.51904  4.21766  5.18827 -6.84485 -3.31864 -8.32103  6.95402    -3.76  -5.5068 -4.15087 0.935777
